timestamp_utc,city,target_date,ecmwf_max_c,gfs_max_c,predicted_bucket,polymarket_price,all_bucket_prices,snapshot_id,lead_time_hours,model_spread_c,abs_model_spread_c,ecmwf_run_utc,gfs_run_utc,market_implied_temp_c,market_implied_temp_used_open_bucket_approx,market_vs_ecmwf_c,market_vs_gfs_c,ecmwf_bucket,ecmwf_bucket_probability,gfs_bucket,gfs_bucket_probability,market_modal_bucket,market_modal_bucket_price,ecmwf_change_c,gfs_change_c,market_implied_change_c,data_quality
2026-08-15 15:10:07,Tokyo,2026-08-16,26.0,28.6,26°C,0.008,"{""25°C"": 0.003, ""26°C"": 0.008, ""24°C or below"": 0.0005, ""27°C"": 0.025, ""28°C"": 0.255, ""29°C"": 0.415, ""30°C"": 0.235, ""31°C"": 0.045, ""32°C"": 0.025, ""33°C"": 0.009, ""34°C or higher"": 0.0025}",bc19a4b3,-0.17,-2.6,2.6,,,29.1,True,3.1,0.5,26°C,0.008,29°C,0.415,29°C,0.415,-2.4,-1.9,0.1,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 15:10:07,Shanghai,2026-08-15,30.7,30.9,31°C,0.9995,"{""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.9995, ""32°C"": 0.0005, ""33°C"": 0.0005, ""34°C"": 0.0005, ""35°C or higher"": 0.0005}",bc19a4b3,-23.17,-0.2,0.2,,,30.99,True,0.29,0.09,31°C,0.9995,31°C,0.9995,31°C,0.9995,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 15:10:07,Qingdao,2026-08-15,30.9,30.1,31°C,0.9995,"{""33°C"": 0.0005, ""34°C"": 0.0005, ""35°C or higher"": 0.0005, ""32°C"": 0.0005, ""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.9995}",bc19a4b3,-23.17,0.8,0.8,,,30.99,True,0.09,0.89,31°C,0.9995,30°C,0.0005,31°C,0.9995,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 15:10:07,Seoul,2026-08-16,27.5,28.0,28°C,0.415,"{""22°C or below"": 0.0025, ""23°C"": 0.0005, ""24°C"": 0.0035, ""25°C"": 0.0165, ""26°C"": 0.035, ""27°C"": 0.16, ""28°C"": 0.415, ""29°C"": 0.295, ""30°C"": 0.08, ""31°C"": 0.035, ""32°C or higher"": 0.0125}",bc19a4b3,-0.17,-0.5,0.5,,,28.29,True,0.79,0.29,28°C,0.415,28°C,0.415,28°C,0.415,0.2,2.8,0.28,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 15:10:07,Guangzhou,2026-08-15,32.9,35.3,33°C,0.0005,"{""29°C or below"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C"": 0.0005, ""34°C"": 0.0005, ""35°C"": 0.9995, ""36°C"": 0.0005, ""37°C"": 0.0005, ""38°C"": 0.0005, ""39°C or higher"": 0.0005}",bc19a4b3,-23.17,-2.4,2.4,,,34.99,True,2.09,-0.31,33°C,0.0005,35°C,0.9995,35°C,0.9995,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 15:10:07,Shenzhen,2026-08-15,31.8,33.7,32°C,0.9995,"{""33°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.9995, ""36°C"": 0.0005, ""37°C or higher"": 0.0005, ""27°C or below"": 0.0005, ""35°C"": 0.0005, ""29°C"": 0.0005, ""28°C"": 0.0005, ""30°C"": 0.0005, ""34°C"": 0.0025}",bc19a4b3,-23.17,-1.9,1.9,,,32.0,True,0.2,-1.7,32°C,0.9995,34°C,0.0025,32°C,0.9995,0.0,0.0,-0.01,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 15:10:07,New York,2026-08-15,28.8,29.6,84-85°F,0.24,"{""75°F or below"": 0.0005, ""76-77°F"": 0.0005, ""78-79°F"": 0.016, ""80-81°F"": 0.13, ""82-83°F"": 0.625, ""84-85°F"": 0.24, ""86-87°F"": 0.03, ""88-89°F"": 0.005, ""90-91°F"": 0.0015, ""92-93°F"": 0.0005, ""94°F or higher"": 0.0005}",bc19a4b3,-11.17,-0.8,0.8,,,28.23,True,-0.57,-1.37,84-85°F,0.24,84-85°F,0.24,82-83°F,0.625,0.0,-0.3,-0.06,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 15:10:07,Chicago,2026-08-15,25.6,24.7,78-79°F,0.335,"{""75°F or below"": 0.01, ""76-77°F"": 0.069, ""78-79°F"": 0.335, ""80-81°F"": 0.45, ""82-83°F"": 0.12, ""84-85°F"": 0.02, ""86-87°F"": 0.0045, ""88-89°F"": 0.0005, ""90-91°F"": 0.0005, ""92-93°F"": 0.0005, ""94°F or higher"": 0.0005}",bc19a4b3,-10.17,0.9,0.9,,,26.59,True,0.99,1.89,78-79°F,0.335,76-77°F,0.069,80-81°F,0.45,0.0,-0.5,0.06,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 15:10:07,Miami,2026-08-15,32.8,32.8,90-91°F,0.05,"{""79°F or below"": 0.0005, ""80-81°F"": 0.0005, ""82-83°F"": 0.0005, ""84-85°F"": 0.0005, ""86-87°F"": 0.0005, ""88-89°F"": 0.0005, ""90-91°F"": 0.05, ""92-93°F"": 0.69, ""94-95°F"": 0.255, ""96-97°F"": 0.0075, ""98°F or higher"": 0.0025}",bc19a4b3,-11.17,0.0,0.0,,,33.84,True,1.04,1.04,90-91°F,0.05,90-91°F,0.05,92-93°F,0.69,0.0,-0.2,-0.05,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 15:10:07,London,2026-08-15,27.1,28.0,27°C,0.045,"{""20°C or below"": 0.0005, ""21°C"": 0.0005, ""22°C"": 0.0005, ""23°C"": 0.0005, ""24°C"": 0.0005, ""25°C"": 0.0005, ""26°C"": 0.95, ""27°C"": 0.045, ""28°C"": 0.001, ""29°C"": 0.004, ""30°C or higher"": 0.001}",bc19a4b3,-16.17,-0.9,0.9,,,26.05,True,-1.05,-1.95,27°C,0.045,28°C,0.001,26°C,0.95,0.0,0.0,-0.4,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 15:10:07,Paris,2026-08-15,32.4,34.6,32°C,0.1115,"{""30°C or below"": 0.0005, ""31°C"": 0.8395, ""32°C"": 0.1115, ""33°C"": 0.015, ""34°C"": 0.0055, ""35°C"": 0.0025, ""36°C"": 0.0005, ""37°C"": 0.002, ""38°C"": 0.001, ""39°C"": 0.0005, ""40°C or higher"": 0.0005}",bc19a4b3,-17.17,-2.2,2.2,,,31.2,True,-1.2,-3.4,32°C,0.1115,35°C,0.0025,31°C,0.8395,0.0,0.0,0.34,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 15:10:07,Ankara,2026-08-15,27.5,28.0,28°C,0.004,"{""32°C"": 0.0005, ""33°C or higher"": 0.0005, ""23°C or below"": 0.0005, ""24°C"": 0.0005, ""25°C"": 0.0005, ""26°C"": 0.995, ""27°C"": 0.015, ""28°C"": 0.004, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0005}",bc19a4b3,-18.17,-0.5,0.5,,,26.03,True,-1.47,-1.97,28°C,0.004,28°C,0.004,26°C,0.995,0.0,0.0,-0.01,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 15:10:07,Buenos Aires,2026-08-15,14.7,13.3,15°C,0.23,"{""12°C or below"": 0.0005, ""13°C"": 0.0005, ""14°C"": 0.005, ""15°C"": 0.23, ""16°C"": 0.67, ""17°C"": 0.105, ""18°C"": 0.015, ""19°C"": 0.0045, ""20°C"": 0.0005, ""21°C"": 0.0005, ""22°C or higher"": 0.0005}",bc19a4b3,-12.17,1.4,1.4,,,15.92,True,1.22,2.62,15°C,0.23,13°C,0.0005,16°C,0.67,0.0,0.0,0.11,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
